,tpr,tnr,rate,test_set,val_set,Tree,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc
144,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2156.4912038164307, 1: 1726.1791956014008}","{0: 635.0, 1: 1052.12}","{0: 0.7215935583135533, 1: 0.3583974347023241}","{0: 0.8704666666666667, 1: 0.8704666666666667}","{0: 0.316, 1: 0.316}","{0: 0.0, 1: 0.0}","{0: 0.8955580274378939, 1: 0.8051066666666666}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
145,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2270.196850393701, 1: 1955.0}","{0: 635.0, 1: 635.0}","{0: 0.7007874015748031, 1: 0.0}","{0: 0.8668, 1: 0.8668}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 0.899}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
146,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1660.441843561963, 1: 1141.5378054733428}","{0: 635.0, 1: 1539.2}","{0: 0.8123619682411779, 1: 0.8244028379107889}","{0: 0.8708333333333333, 1: 0.8708333333333333}","{0: 0.685, 1: 0.685}","{0: 0.0, 1: 0.0}","{0: 0.43992213570634037, 1: 0.39549}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
147,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1907.2979002624675, 1: 1426.149929534701}","{0: 635.0, 1: 1065.32}","{0: 0.7671916010498687, 1: 0.8004204955029672}","{0: 0.8717666666666667, 1: 0.8717666666666667}","{0: 0.326, 1: 0.326}","{0: 0.0, 1: 0.0}","{0: 0.6666666666666667, 1: 0.5993333333333334}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
148,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1907.2979002624672, 1: 1837.8270366666668}","{0: 635.0, 1: 635.0}","{0: 0.7671916010498687, 1: 0.5671662735042736}","{0: 0.8712666666666666, 1: 0.8712666666666666}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.6666666666666667, 1: 0.5993333333333334}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
149,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1544.3989501312337, 1: 1287.2144992600845}","{0: 635.0, 1: 1508.84}","{0: 0.8335958005249345, 1: 0.8293164756752237}","{0: 0.8697666666666667, 1: 0.8697666666666667}","{0: 0.662, 1: 0.662}","{0: 0.0, 1: 0.0}","{0: 0.3333333333333333, 1: 0.29966666666666664}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
150,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1665.2212913590197, 1: 1361.317125818331}","{0: 635.0, 1: 1078.52}","{0: 0.8114874123771235, 1: 0.8159805857949175}","{0: 0.8678, 1: 0.8678}","{0: 0.336, 1: 0.336}","{0: 0.0, 1: 0.0}","{0: 0.4443121987393401, 1: 0.3994366666666667}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
151,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1544.3989501312337, 1: 1537.727393333333}","{0: 635.0, 1: 635.0}","{0: 0.8335958005249343, 1: 0.6507622301587301}","{0: 0.8708, 1: 0.8708}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.3333333333333334, 1: 0.29966666666666675}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
152,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 635.0, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.8697666666666667, 1: 0.8697666666666667}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
153,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1426.2246813315464, 1: 1900.2356332823647}","{0: 635.0, 1: 1523.36}","{0: 0.8552196374507692, 1: 0.7645457441386341}","{0: 0.8719, 1: 0.8719}","{0: 0.673, 1: 0.673}","{0: 0.0, 1: 0.0}","{0: 0.22478680014831284, 1: 0.20208333333333325}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
154,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1405.9967988053218, 1: 1575.848170736434}","{0: 635.0, 1: 1042.88}","{0: 0.8589209883247352, 1: 0.8171554725581396}","{0: 0.8684, 1: 0.8684}","{0: 0.309, 1: 0.309}","{0: 0.0, 1: 0.0}","{0: 0.20620689655172414, 1: 0.18538}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
155,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 1181.5}","{0: 635.0, 1: 635.0}","{0: 0.9, 1: 0.9}","{0: 0.8679333333333334, 1: 0.8679333333333334}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
156,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2185.2688079931336, 1: 1792.5835147626985}","{0: 2372.87, 1: 2679.11}","{0: 0.7163277570003415, 1: 0.32667754744164335}","{0: 0.6910666666666667, 1: 0.6910666666666667}","{0: 0.232, 1: 0.232}","{0: 0.318, 1: 0.318}","{0: 0.9219911012235817, 1: 0.8625366666666666}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
157,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2270.196850393701, 1: 1955.0}","{0: 2422.055, 1: 2422.055}","{0: 0.7007874015748031, 1: 0.0}","{0: 0.6853, 1: 0.6853}","{0: 0.0, 1: 0.0}","{0: 0.327, 1: 0.327}","{0: 1.0, 1: 0.9326666666666666}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
158,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1696.9254999722646, 1: 1242.2735417440945}","{0: 2383.8, 1: 2493.785}","{0: 0.8056860933262097, 1: 0.8160216655792126}","{0: 0.6903, 1: 0.6903}","{0: 0.576, 1: 0.576}","{0: 0.32, 1: 0.32}","{0: 0.4734334445680386, 1: 0.4592833333333334}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
159,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1907.2979002624675, 1: 1551.4415035124782}","{0: 2558.68, 1: 2384.285}","{0: 0.7671916010498687, 1: 0.7677433858929897}","{0: 0.6700333333333333, 1: 0.6700333333333333}","{0: 0.344, 1: 0.344}","{0: 0.352, 1: 0.352}","{0: 0.6666666666666667, 1: 0.633}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
160,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1949.8890773796493, 1: 1862.79384485}","{0: 2493.1, 1: 2017.745}","{0: 0.7593981560147028, 1: 0.5538268496011397}","{0: 0.6772, 1: 0.6772}","{0: 0.116, 1: 0.116}","{0: 0.342, 1: 0.342}","{0: 0.7057879124953653, 1: 0.66817}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
161,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1544.3989501312337, 1: 1365.8868655898327}","{0: 2334.615, 1: 2121.105}","{0: 0.8335958005249345, 1: 0.8188726124403236}","{0: 0.6956333333333333, 1: 0.6956333333333333}","{0: 0.658, 1: 0.658}","{0: 0.311, 1: 0.311}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
162,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1708.3210921437933, 1: 1346.2306797218873}","{0: 2476.705, 1: 1767.025}","{0: 0.8036008980523709, 1: 0.8250605568569109}","{0: 0.6808333333333334, 1: 0.6808333333333334}","{0: 0.456, 1: 0.456}","{0: 0.337, 1: 0.337}","{0: 0.4839006303299963, 1: 0.46869333333333335}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
163,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1706.7871477494682, 1: 1674.5486579111111}","{0: 2482.17, 1: 1532.965}","{0: 0.8038815832114423, 1: 0.6424439007650273}","{0: 0.6793666666666667, 1: 0.6793666666666667}","{0: 0.229, 1: 0.229}","{0: 0.338, 1: 0.338}","{0: 0.482491657397108, 1: 0.4674266666666667}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
164,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 2432.985, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.6862, 1: 0.6862}","{0: 1.0, 1: 1.0}","{0: 0.329, 1: 0.329}","{0: 0.0, 1: 0.033666666666666664}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
165,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1457.3637525363554, 1: 2121.0184628387533}","{0: 2438.45, 1: 1640.84}","{0: 0.8495217287216184, 1: 0.7222047576964771}","{0: 0.6831666666666666, 1: 0.6831666666666666}","{0: 0.762, 1: 0.762}","{0: 0.33, 1: 0.33}","{0: 0.25338895068594725, 1: 0.26146333333333327}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
166,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1569.5960051559184, 1: 1920.9840114678898}","{0: 2405.66, 1: 1338.56}","{0: 0.8289851774646078, 1: 0.752065035474006}","{0: 0.6890666666666667, 1: 0.6890666666666667}","{0: 0.533, 1: 0.533}","{0: 0.325, 1: 0.325}","{0: 0.356477567667779, 1: 0.35414}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
167,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1550.954544069088, 1: 1425.4517993333334}","{0: 2471.24, 1: 1079.84}","{0: 0.8323962407924816, 1: 0.8423318666666667}","{0: 0.6811666666666666, 1: 0.6811666666666666}","{0: 0.337, 1: 0.337}","{0: 0.337, 1: 0.337}","{0: 0.3393548387096774, 1: 0.3387466666666667}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
168,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2236.6599818988147, 1: 1947.5580066344023}","{0: 4192.715, 1: 4324.715}","{0: 0.706924065526292, 1: 0.27451746402332367}","{0: 0.5051, 1: 0.5051}","{0: 0.1, 1: 0.1}","{0: 0.653, 1: 0.653}","{0: 0.9691954022988505, 1: 0.93864}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
169,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2270.196850393701, 1: 1955.0}","{0: 4165.39, 1: 4165.39}","{0: 0.7007874015748031, 1: 0.0}","{0: 0.5035333333333334, 1: 0.5035333333333334}","{0: 0.0, 1: 0.0}","{0: 0.65, 1: 0.65}","{0: 1.0, 1: 0.9663333333333334}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
170,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1752.9790574975402, 1: 1455.5472319880398}","{0: 4444.105, 1: 3791.875}","{0: 0.7954292666976138, 1: 0.7841914091458632}","{0: 0.4754, 1: 0.4754}","{0: 0.425, 1: 0.425}","{0: 0.697, 1: 0.697}","{0: 0.5249202817945866, 1: 0.5392366666666667}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
171,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1907.2979002624675, 1: 1516.0667525724982}","{0: 4220.04, 1: 3488.19}","{0: 0.7671916010498687, 1: 0.7788730266358201}","{0: 0.4969666666666667, 1: 0.4969666666666667}","{0: 0.315, 1: 0.315}","{0: 0.656, 1: 0.656}","{0: 0.6666666666666667, 1: 0.6666666666666666}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
172,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1985.4321836744825, 1: 1889.1187802444445}","{0: 4312.945, 1: 3413.48}","{0: 0.7528943854209547, 1: 0.5746430433986929}","{0: 0.4929666666666667, 1: 0.4929666666666667}","{0: 0.217, 1: 0.217}","{0: 0.673, 1: 0.673}","{0: 0.7384352984797925, 1: 0.7311866666666668}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
173,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1544.3989501312337, 1: 1371.7805259963295}","{0: 4159.925, 1: 2708.13}","{0: 0.8335958005249345, 1: 0.8186529599647687}","{0: 0.5059666666666667, 1: 0.5059666666666667}","{0: 0.668, 1: 0.668}","{0: 0.646, 1: 0.646}","{0: 0.3333333333333333, 1: 0.36699999999999994}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
174,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1744.865298990713, 1: 1457.223773448872}","{0: 4263.76, 1: 2556.145}","{0: 0.7969139434600708, 1: 0.8161131849049869}","{0: 0.49573333333333336, 1: 0.49573333333333336}","{0: 0.557, 1: 0.557}","{0: 0.666, 1: 0.666}","{0: 0.5174675565443084, 1: 0.5325366666666667}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
175,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1878.5566263477356, 1: 1763.0671448888888}","{0: 4252.83, 1: 2354.42}","{0: 0.7724507545566814, 1: 0.6634590780058651}","{0: 0.4962, 1: 0.4962}","{0: 0.458, 1: 0.458}","{0: 0.664, 1: 0.664}","{0: 0.6402669632925473, 1: 0.6429333333333334}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
176,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 4334.805, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.4935, 1: 0.4935}","{0: 1.0, 1: 1.0}","{0: 0.678, 1: 0.678}","{0: 0.0, 1: 0.06733333333333333}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
177,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1499.7490581690356, 1: 2323.8297103603604}","{0: 4296.55, 1: 1790.0}","{0: 0.8417659545893804, 1: 0.6868509730630632}","{0: 0.49126666666666663, 1: 0.49126666666666663}","{0: 0.875, 1: 0.875}","{0: 0.67, 1: 0.67}","{0: 0.29232109751575813, 1: 0.33012999999999987}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
178,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1746.7262157427763, 1: 2350.281854160207}","{0: 4307.48, 1: 1660.64}","{0: 0.7965734280434078, 1: 0.6646054732816538}","{0: 0.4893, 1: 0.4893}","{0: 0.777, 1: 0.777}","{0: 0.673, 1: 0.673}","{0: 0.5191768631813125, 1: 0.5340733333333333}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
179,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1882.8072669983271, 1: 1685.3882927}","{0: 4159.925, 1: 1486.4}","{0: 0.7716729612079914, 1: 0.7868117466666666}","{0: 0.5061333333333333, 1: 0.5061333333333333}","{0: 0.645, 1: 0.645}","{0: 0.645, 1: 0.645}","{0: 0.6441713014460512, 1: 0.6464433333333334}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
